"Database Name","Allergenecity","IUIS Name","Source","Link","Species","Common Name","Description","Accession","Length","Route of allergen exposure","Group1","Gene ID","Biochemical Name","MW(SDS-PAGE)","Authority","Habitat","Organism Type"
"Allergome","Allergen Molecule","Pan j 1","Animals, Crustaceans, Japanese spiny lobster,?Palinuridae,?Panulirus japonicus","http://www.allergome.org/script/dettaglio.php?id_molecule=3793","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan l 1","Animals,?Felidae, Lion, Mammals,?Panthera leo","http://www.allergome.org/script/dettaglio.php?id_molecule=1575","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan mi GBSS_I","Broomcorn Millet, Common Millet,?Paniceae,?Panicum miliaceum, Plants, Proso Millet","http://www.allergome.org/script/dettaglio.php?id_molecule=11012","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan o 1","Animals,?Felidae, Jaguar, Mammals,?Panthera onca","http://www.allergome.org/script/dettaglio.php?id_molecule=1573","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan p 1","Animals,?Felidae, Leopard, Mammals,?Panthera pardus","http://www.allergome.org/script/dettaglio.php?id_molecule=1576","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan s 1","Animals, Crustaceans,?Palinuridae,?Panulirus stimpsoni, Spiny Lobster","http://www.allergome.org/script/dettaglio.php?id_molecule=500","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan s 1.0101","Animals, Crustaceans,?Palinuridae,?Panulirus stimpsoni, Spiny Lobster","http://www.allergome.org/script/dettaglio.php?id_molecule=3396","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan t 1","Animals,?Felidae, Mammals,?Panthera tigris longipilis, Siberian Tiger","http://www.allergome.org/script/dettaglio.php?id_molecule=1574","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan tr 6","Animals, Chimpanzee, Common Chimpanzee,?Hominidae, Mammals,?Pan troglodytes, Robust Chimpanzee","http://www.allergome.org/script/dettaglio.php?id_molecule=10423","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pan tr TCTP","Animals, Chimpanzee, Common Chimpanzee,?Hominidae, Mammals,?Pan troglodytes, Robust Chimpanzee","http://www.allergome.org/script/dettaglio.php?id_molecule=9203","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pap s 1","Opium Poppy,?Papaver somniferum,?Papaveraceae, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1403","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pap s 2","Opium Poppy,?Papaver somniferum,?Papaveraceae, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1405","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pap s 34kD","Opium Poppy,?Papaver somniferum,?Papaveraceae, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1404","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pap xu 7","Animals, Asian Swallowtail, Chinese Yellow Swallowtail, Insects,?Papilio xuthus,?Papilionidae, Xuthus swallowtail","http://www.allergome.org/script/dettaglio.php?id_molecule=7967","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pap xu 7.0101","Animals, Asian Swallowtail, Chinese Yellow Swallowtail, Insects,?Papilio xuthus,?Papilionidae, Xuthus swallowtail","http://www.allergome.org/script/dettaglio.php?id_molecule=7968","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pap xu 7.0102","Animals, Asian Swallowtail, Chinese Yellow Swallowtail, Insects,?Papilio xuthus,?Papilionidae, Xuthus swallowtail","http://www.allergome.org/script/dettaglio.php?id_molecule=7969","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par a 1","Animals, Fishes, Gulf Flounder,?Paralichthys albigutta,?Tetranychidae","http://www.allergome.org/script/dettaglio.php?id_molecule=6283","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par as 1","Amur Catfish, Animals, Fishes, Japanese Catfish, Namazu,?Parasilurus asotus,?Siluridae,?Silurus asotus","http://www.allergome.org/script/dettaglio.php?id_molecule=9027","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par bi 1","Animals,?Cynoglossidae, Doublelined tonguesole, Fishes,?Paraplagusia bilineata,?Paraplagusia blochii,?Paraplagusia formosana,?Paraplagusia unicolor,?Plagusia acumineata,?Plagusia blochii,?Plagusia dipterigia,?Plagusia marmorata,?Plagusia notata,?Plagusia robinsoni,?Plagusia unicolor,?Pleuronectes bilineatus,?Rhinoplagusia australis, Rock sole, Twolined tonguesole","http://www.allergome.org/script/dettaglio.php?id_molecule=12279","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par c 1","Animals, Crustaceans, King Crab,?Lithodidae,?Paralithodes camtschatica,?Paralithodes camtschaticus, Red King Crab","http://www.allergome.org/script/dettaglio.php?id_molecule=3811","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par c 1.0101","Animals, Crustaceans, King Crab,?Lithodidae,?Paralithodes camtschatica,?Paralithodes camtschaticus, Red King Crab","http://www.allergome.org/script/dettaglio.php?id_molecule=4092","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par c 1.0102","Animals, Crustaceans, King Crab,?Lithodidae,?Paralithodes camtschatica,?Paralithodes camtschaticus, Red King Crab","http://www.allergome.org/script/dettaglio.php?id_molecule=4093","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par f 1","Animals, Crustaceans,?Parapenaeus fissurus,?Penaeidae, Shrimp, Taiwan Shrimp","http://www.allergome.org/script/dettaglio.php?id_molecule=501","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par h 1","Asteraceae, Feverfew, Mugwort/Ragweed-related Species,?Parthenium hysterophorus, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=502","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par h 1.0101","Asteraceae, Feverfew, Mugwort/Ragweed-related Species,?Parthenium hysterophorus, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=11962","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 1","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=503","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 1.0101","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=504","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 1.0102","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=505","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 1.0103","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=3554","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 1.0201","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=506","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 2","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=507","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 2.0101","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=508","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 2.0102","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=509","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 3","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=510","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 3.0101","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=511","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 3.0102","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=512","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 3.0201","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=11700","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 4","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=1071","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j 4.0101","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=3981","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par j J1-J2","Parietaria,?Parietaria diffusa,?Parietaria judaica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=3048","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par le 1","Animals, Fishes,?Paralichthys lethostigma, Southern Flounder,?Tetranychidae","http://www.allergome.org/script/dettaglio.php?id_molecule=6285","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par lo 4","Animals, Crustaceans, Deep-Water Rose Shrimp,?Neopenaeopsis paradoxus,?Parapenaeus longirostris,?Parapenaeus paradoxus,?Penaeidae,?Penaeopsis paradoxus,?Penaeus bocagei,?Penaeus cocco,?Penaeus longirostris","http://www.allergome.org/script/dettaglio.php?id_molecule=10359","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par m 1","Parietaria,?Parietaria mauritanica, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=513","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par o 1","Parietaria,?Parietaria erecta,?Parietaria officinalis, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=514","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par o 1.0101","Parietaria,?Parietaria erecta,?Parietaria officinalis, Pellitory, Plants,?Urticaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=3397","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par ol 1","Animals, Fishes, Japanese Flounder,?Paralichthyidae,?Paralichthys olivaceus","http://www.allergome.org/script/dettaglio.php?id_molecule=2719","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par ol 7","Animals, Fishes, Japanese Flounder,?Paralichthyidae,?Paralichthys olivaceus","http://www.allergome.org/script/dettaglio.php?id_molecule=10940","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par ol alpha2I","Animals, Fishes, Japanese Flounder,?Paralichthyidae,?Paralichthys olivaceus","http://www.allergome.org/script/dettaglio.php?id_molecule=8978","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Par pe 5","Animals, Fishes,?Hucho perryi, Japanese Huchen,?Parahucho perryi,?Salmo perryi,?Salmonidae","http://www.allergome.org/script/dettaglio.php?id_molecule=7655","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pas e Chitinase","Granadilla, Maracuja,?Passiflora edulis,?Passifloraceae, Passion Fruit, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=1270","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pas e Hevein","Granadilla, Maracuja,?Passiflora edulis,?Passifloraceae, Passion Fruit, Plants","http://www.allergome.org/script/dettaglio.php?id_molecule=8245","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pas n 1","Bahia Grass, Grasses,?Paspalum notatum, Plants,?Poaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=874","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pas n 1.0101","Bahia Grass, Grasses,?Paspalum notatum, Plants,?Poaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=4028","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pas n 13","Bahia Grass, Grasses,?Paspalum notatum, Plants,?Poaceae","http://www.allergome.org/script/dettaglio.php?id_molecule=9456","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pat y 1","Animals, Ezo Giant Scallop,?Mizuhopecten yessoensis, Mollusks,?Patinopecten yessoensi,?Patinopecten yessoensis,?Patiopecten yessoensis,?Pectinidae, Yesso Scallop","http://www.allergome.org/script/dettaglio.php?id_molecule=2769","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Pec fu 1","Animals, Australian Scallop, Mollusks,?Pecten fumatus,?Pectinidae, Tasmanian Scallop","http://www.allergome.org/script/dettaglio.php?id_molecule=11388","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
"Allergome","Allergen Molecule","Ped h 7","Animals, Body Louse, Head Louse, Human Louse, Insects, Mechanized Dandruff,?Pediculidae,?Pediculus humanus,?Pediculus humanus capitis,?Pediculus humanus corporis,?Pediculus humanus humanus","http://www.allergome.org/script/dettaglio.php?id_molecule=9311","Species data not found","Common Name not specified because species data is not included","Protein Description data not found","Accesion Number not found","The number of amino acids for allergen not found","Route of allergen exposure not found","Group names which include the genus and protein type or IUIS designation not found","GENE ID not specified","Biochemical Name not found","Molecular weight of protein not found","Taxon author not found","Habitat of species not found","Organism type not found"
